"Planet_number","planet_name","STAR_IDX","Mass (Earth)","relative density","RADIUS","TYPE_TERRAIN","CLIMATE TYPE"
956,"Nervia Eosian",664,2.51,0.752,1.49,"ice canyon:urban:plateau:city","tropical:hot:artificial temperate:frigid:artic"
957,"Nervia Olympus",664,7.98,0.897,2.07,"valley:toxic cloudsea:cityscape:city:desert","rocky:hot:artic:humid"
958,"Nervia Psychean",664,3.51,0.89,1.58,"jungle:rocky desert:fungus forest:ash","humid:frigid:hot"
959,"Nervia Nemesisian",664,4.96,1.222,1.6,"swamp:sinkholes","frigid:superheated:humid:temperate:rocky:tropical:artic"
960,"Merak Septimal",4779,8.93,0.93,2.13,"barren:lakes:mountain:rainforest:valley","frigid:windy:arid:tropical"
961,"Dofida XXII",6061,6.41,0.619,2.18,"rock arche:ice cave:fungus forest:urban","frozen:arid:temperate:rocky:tropical:artificial temperate"
962,"Dofida IV",6061,5.58,1.308,1.62,"forest:field:river:canyons:reef:cliff:ice cave","windy:rocky:superheated:frigid:artificial temperate:frozen"
963,"Dofida XX",6061,7.6,1.158,1.87,"hill","artificial temperate"
964,"Algenib IV",1411,1.4,0.847,1.18,"barren:ice cave:valley:vine:urban","hot:arid:frozen"
965,"Edasich Orphean",2876,7.47,0.485,2.49,"mountain:bog","subartic:frigid:temperate:humid:frozen:rocky"
966,"Geisha's Mirage Secant",8046,0.84,1.04,0.93,"plain:cave:canyons:reef:cityscape","humid:artic:temperate:frigid"
967,"Geisha's Mirage Octal",8046,4.11,0.982,1.61,"cityscape:reef","temperate:frigid:superheated"
968,"Geisha's Mirage Duodecimal",8046,3.02,1.286,1.33,"hill:bog:rocky desert:reef:mountain","tropical:frigid:arid:rocky"
969,"Geisha's Mirage Prime",8046,4.53,0.806,1.78,"ice canyon:glacier:cityscape","arid:temperate:artificial temperate:frozen:tropical:frigid:windy"
970,"Ainalrami Psi",6268,3.27,1.04,1.47,"desert:lava river","arid"
971,"Nebula Radiance Er",1524,4.38,0.965,1.66,"plateau:cityscape","rocky:arid"
972,"Nebula Radiance Jiu",1524,2.74,1.408,1.25,"rainforest","frozen:tropical:temperate:subartic:hot"
973,"Citadelle Tau",7873,8.21,0.719,NA,"rocky desert:river","artic"
974,"Celestial Serenity Ba",4354,1.17,0.845,1.11,"plateau","subartic:superheated:windy:tropical"
975,"Celestial Serenity Si",4354,2.49,0.982,1.36,"plateau:rocky canyon:rock arche","artic:arid:humid:superheated:frozen"
976,"Sagarmatha Wu",2828,3.91,1.448,1.39,"plain:glacier","frozen:hot:arid:artificial temperate:frigid:temperate"
977,"Cosmara VI",1260,1.23,1.087,1.04,"forest:mountain","windy:humid"
978,"Cosmara II",1260,4.44,1.07,1.61,"jungle","frigid:rocky:humid:windy:superheated:hot"
979,"Polaris Australis Zeta",1809,9.83,1.272,1.98,"rocky desert:island:savanna","windy:rocky:frozen:artificial temperate"
980,"Polaris Australis Alpha",1809,1.01,0.998,1,"rocky island:island","artificial temperate:superheated:windy:subartic:rocky"
981,"Eaglecrest Echoian",462,1.48,0.952,1.16,"tundra","frigid:artic:temperate:frozen:artificial temperate"
982,"Eaglecrest Harpian",462,6.83,0.454,2.47,"rocky desert:urban:mountain:lakes:rock arche","artificial temperate:arid:artic:humid"
983,"Olympian Flux Epsilon",358,7.15,0.743,2.13,"rock arche:acid pool:mountain:cliff:ice cave:city:glacier","temperate:superheated:tropical:arid:rocky:frigid"
984,"Asellus Australis XIV",3854,1.88,0.821,1.32,"forest:rocky island","rocky:windy"
985,"Asellus Australis XXII",3854,2.09,1.503,1.12,"rocky desert:tundra:toxic cloudsea","frigid:temperate:windy:artic:frozen"
986,"Alkes Phi",500,6.16,0.714,2.05,"ocean:sinkholes","hot:arid:windy:frozen"
987,"Photonara Apollox",3255,1.1,1.135,0.99,"reef","artic:superheated:tropical:rocky"
988,"Maasym VIII",6430,1.28,1.096,1.05,"rocky island:forest:desert:mountain:jungle","temperate:hot:arid:tropical:frozen"
989,"Maasym IX",6430,1.92,1.317,1.13,"tundra:vine:urban:ocean:grassland:rainforest:river:forest:swamp","humid:superheated:artic:frozen:rocky:temperate"
990,"Maasym X",6430,5.25,1.225,1.62,"rock arche:volcano:mountain:hill:desert","hot:temperate:arid"
991,"Maasym III",6430,1.49,0.846,1.21,"rocky canyon:rocky desert","arid:windy"
992,"Maasym XVII",6430,2.06,1.036,1.26,"rocky island:canyons:ice cave","rocky:arid:frozen"
993,"Kōri Resonance Sextant",2608,7.81,1.083,1.93,"plain:rocky desert","frozen"
994,"Kōri Resonance Quartal",2608,2.21,1.187,NA,"rocky canyon:verdant:glacier:acid pool:plateau","artic:superheated:arid"
995,"Larawag Gaian",4576,3.14,0.838,1.55,"jungle:rocky island:river:ash:desert:ocean:tundra:canyons","arid:artificial temperate:artic:hot:rocky:frozen"
996,"Larawag Oranos",4576,0.93,0.881,1.02,"jungle:cave:jungle:rock arche:plain:reef","artic:superheated:rocky:arid:frigid:windy:tropical"
997,"Larawag Echoian",4576,2.28,1.188,1.24,"desert:jungle:forest","humid:frigid:artic:hot"
998,"Larawag Olympios",4576,3.03,0.847,1.53,"grassy hill:grassland","humid:frigid"
999,"Kaus Media Cerberian",6372,9.61,0.533,2.62,"swamp:verdant:reef:plain:sea:cityscape","arid:temperate:tropical:subartic"
1000,"Athebyne Phi",3371,6.31,0.831,1.97,"forest:city:jungle:vine:cliff","arid:artic:rocky:tropical"
1001,"Cerulean Abyss Secant",5598,2,1.02,1.25,"barren:ash:rocky canyon","tropical:superheated:windy:arid:artic"
1002,"Cerulean Abyss Sextant",5598,5.61,1.349,1.61,"hill:lakes","tropical:artic:temperate"
1003,"Parumleo Museios",378,4.77,1.132,1.62,"mountain:swamp","frozen:artificial temperate:humid:tropical:subartic"
1004,"Cosmaraith Nu",4341,1.83,0.736,NA,"vine:lava river:mountain","frozen:arid:windy"
1005,"Nebula Obscura Yi",5007,3.25,1.007,1.48,"ice cave:urban:rocky canyon","artificial temperate:frigid"
1006,"Nebula Obscura Liu",5007,0.41,1.046,0.73,"rocky island:rock arche:plain:cliff","frigid:arid:artificial temperate"
1007,"Atria Hadean",4570,1.9,0.429,1.64,"fungus forest","windy:tropical:rocky:artificial temperate"
1008,"Quasarionyx XI",5241,4.14,0.694,1.81,"urban:toxic cloudsea:island:river:cliff:ocean","temperate:subartic:tropical:rocky:artic"
1009,"Quasarionyx XVII",5241,3.03,1.323,1.32,"valley:lakes:urban:cliff:ocean","artificial temperate:subartic:frozen:temperate:humid"
1010,"Quasarionyx I",5241,9.14,1.039,2.06,"reef","temperate:rocky:hot:superheated"
1011,"Nembus Alpha",8184,6.07,1.167,1.73,"desert:rainforest","humid:arid:hot:artic:subartic"
1012,"Nembus Zeta",8184,6.58,0.581,2.25,"verdant:hill:sinkholes:field:cliff:island","arid:tropical:hot:humid:frozen:temperate"
1013,"Ravenshadow XIII",5348,5.4,0.864,1.84,"plain","humid:windy"
1014,"Rukbat XIII",7731,6.04,1.419,1.62,"reef:island:acid pool:jungle","windy:hot:tropical:humid:artic"
1015,"Rukbat XIV",7731,2.05,1.458,1.12,"city:ice cave:tundra:lava river:ash:cliff:verdant:plateau:rainforest","hot:subartic:arid:humid:temperate:rocky:artic"
1016,"Aladfar Secant",3037,3.6,0.867,1.61,"cave","subartic:artic:humid:temperate"
1017,"Ruchbah Olympios",1213,3.17,0.843,1.56,"river","rocky:subartic:arid"
1018,"Kurhah Dionian",1768,1.79,0.868,1.27,"rocky island","artic:windy:rocky:temperate"
1019,"Kurhah Centaurios",1768,2.29,1.172,1.25,"city:plain:acid pool:urban","arid:frigid:frozen:superheated"
1020,"Kurhah Pantheon",1768,1.71,0.714,1.34,"ice canyon:field","humid:frigid"
1021,"Mira Nonal",7249,5.87,0.974,1.82,"bog:toxic cloudsea:rocky desert:desert:sinkholes","rocky:windy:frozen:hot"
1022,"Mira Secant",7249,6.36,1.164,1.76,"city:volcano:river","superheated:frozen:artic:windy"
1023,"Pharaoh's Veil Hecatean",8833,5.03,0.887,1.78,"canyons","superheated:arid:hot:subartic:frigid"
1024,"Pharaoh's Veil Asclepian",8833,1.14,0.478,1.34,"city:cave","frozen"
1025,"Pharaoh's Veil Hadean",8833,3.3,1.1,1.44,"valley:acid pool:mountain:reef","subartic:humid:temperate"
1026,"Pharaoh's Veil Zephyrian",8833,6.09,1.34,1.66,"bog:verdant:hill:rocky island:swamp","hot:arid:frigid:artic:humid"
1027,"Quantum Quasar Poseidian",7421,0.52,0.948,0.82,"mountain:river","arid:windy:rocky:artic"
1028,"Quantum Quasar Zephyrian",7421,0.73,1.061,0.88,"rocky canyon:ash:acid pool:lava river:sinkholes","subartic:artificial temperate:superheated"
1029,"Kaus Australis Eta",5655,8.1,0.777,2.18,"ocean:plain:scrubland:volcano:jungle:field","artic:artificial temperate:tropical:arid:windy"
1030,"Amaterasu Mirage Titanos",7707,3.06,1.27,1.34,"reef:lakes:glacier","tropical:artic:subartic:frozen:superheated:artificial temperate:frigid"
1031,"Alniyat Epsilon",9392,2.46,0.762,1.48,"rocky desert:vine","artic:arid:hot:tropical:superheated"
1032,"Aljanah Sextant",8789,NA,0.772,1.29,"rocky island:forest:urban:glacier:cave","artic:temperate:superheated"
1033,"Aljanah Nonal",8789,2.69,1.22,1.3,"canyons:hill:fungus forest:verdant","temperate:tropical:frozen:artificial temperate"
1034,"Aspidiske Hestian",6039,1.61,1.131,1.13,"rock arche","frigid:humid:hot"
1035,"Cosmosith XIV",3053,0.73,0.883,0.94,"ice cave:fungus forest:sea:field:scrubland","humid:artic:tropical:arid"
1036,"Cosmosith VIII",3053,7.97,1.277,1.84,"island","subartic:rocky:artificial temperate:temperate"
1037,"Cosmosith II",3053,5.1,0.976,1.74,"urban:cliff:reef","frigid:windy:tropical"
1038,"Cosmosith I",3053,6.99,1.096,1.85,"bog:island:rock arche","arid:tropical:hot"
1039,"Cosmic Elegance Jiu",7523,4.37,1.425,1.45,"urban:savanna:cave","artificial temperate:humid:arid:subartic:frozen:artic"
1040,"Cosmic Elegance Shi",7523,2.12,0.714,1.44,"desert:rocky canyon:rainforest","tropical:artic:frigid:artificial temperate:superheated:frozen:subartic"
1041,"Cosmic Elegance Yi",7523,4.16,1.009,1.6,"mountain:sea:grassy hill:verdant:volcano:bog:toxic cloudsea","temperate:artificial temperate:windy:artic:rocky:superheated"
1042,"Cosmic Elegance Si",7523,0.95,0.786,1.07,"valley:acid pool:jungle:lakes","artic:subartic:tropical:hot"
1043,"Cosmic Elegance Wu",7523,2.74,0.915,1.44,"plateau:hill:savanna:cliff:desert:fungus forest:ice cave","artic:humid:hot:tropical:artificial temperate:subartic"
1044,"Amaterasu XXIII",6946,1.73,0.631,1.4,"forest:rainforest:urban:grassy hill:ice cave:cityscape:volcano:valley","artificial temperate:subartic:frozen:hot:tropical:humid"
1045,"Amaterasu IX",6946,3.92,1.035,1.56,"jungle:ice canyon:verdant:hill:rocky canyon:urban","frozen:frigid:artificial temperate:superheated:artic"
1046,"Nebuloria XIX",4404,3.98,0.789,1.72,"plateau:verdant","frozen"
1047,"Nebuloria IX",4404,1.65,1.562,1.02,"lakes","artificial temperate"
1048,"Nebuloria XXIII",4404,1.26,1.057,1.06,"grassy hill:grassland","artificial temperate:temperate:frigid:humid"
1049,"Nebuloria VI",4404,2.12,0.848,1.36,"rainforest:river:glacier","artificial temperate:frozen:arid:subartic:tropical"
1050,"Nebuloria XII",4404,5.99,1.381,1.63,"valley","superheated:rocky:frigid:temperate"
1051,"Solaraflux Shi",8734,2.02,0.949,1.29,"reef:river","superheated:artificial temperate:subartic"
1052,"Solaraflux Jiu",8734,7.42,0.942,1.99,"verdant:bog:field","frozen:frigid:humid:rocky:hot"
1053,"Snowstrider XVI",7663,4.95,1.026,1.69,"cityscape:sinkholes:verdant","windy:subartic:superheated"
1054,"Snowstrider III",7663,0.67,0.7,0.99,"ice cave:desert","artic:superheated:frozen"
1055,"Snowstrider XIII",7663,2.1,1.083,1.25,"scrubland:desert","arid:windy:tropical"
1056,"Snowstrider VII",7663,1.99,1.006,1.26,"acid pool:forest:cliff","subartic:hot:humid:arid"
1057,"Lunarianth Gamma",6456,1.19,1.291,0.97,"lava river:tundra:field:plateau:rocky desert","humid:hot:rocky:artic"
1058,"Lunarianth Omicron",6456,0.47,0.993,0.78,"cliff","artic:superheated:hot:subartic:frigid"
1059,"Lunarianth Kappa",6456,1.74,0.85,1.27,"rock arche:plain:rainforest:river:ice cave:grassy hill:cliff:lakes","subartic:hot:tropical:artificial temperate:windy:rocky:temperate"
1060,"Lunarianth Pi",6456,4.62,1.045,1.64,"valley","arid:temperate:rocky"
1061,"Lunarianth Epsilon",6456,2.72,0.926,1.43,"cave:valley:glacier:island","hot:artificial temperate:artic:rocky"
1062,"Helionis Sextant",8673,NA,0.957,1.7,"island:cave:vine","arid:frigid:subartic:superheated:artificial temperate:frozen"
1063,"Helionis Octal",8673,NA,0.992,1.16,"ice canyon:hill:canyons:rainforest","humid:superheated:artic:rocky"
1064,"Helionis Quintal",8673,1.45,1.522,0.98,"savanna:fungus forest","hot"
1065,"Samurai's Ember XIII",5992,1.14,1.174,0.99,"sea:verdant","frigid:artificial temperate:tropical"
1066,"Hotaru Ascendance Hestian",4885,6.3,0.975,NA,"rainforest","windy"
1067,"Lotus Echo Chimeraean",3393,1.01,1.186,NA,"jungle","windy"
1068,"Lotus Echo Faunios",3393,1.9,0.465,1.6,"glacier:city","artificial temperate:hot:subartic:tropical:superheated"
1069,"Giausar Gamma",5362,7.57,0.862,2.06,"jungle","artic:temperate:tropical:rocky:frozen"
1070,"Giausar Rho",5362,5.44,0.909,1.82,"ice canyon:fungus forest:jungle:valley:rock arche","tropical:windy:artic:superheated:frozen"
1071,"Nebula Nova Delta",4394,4.23,1.272,1.49,"desert","frozen:superheated:hot:rocky:frigid"
1072,"Nebula Nova Tau",4394,7.62,1.372,1.77,"rock arche:cityscape","temperate"
1073,"Nebula Nova Iota",4394,3.62,1.029,1.52,"acid pool:lakes:field","subartic:artic:temperate:hot:tropical:superheated:windy"
1074,"Galaxium Si",7871,0.59,1.027,0.83,"hill:rocky canyon:cityscape","artificial temperate:frozen"
1075,"Frostbinder Atlasios",4877,3.44,1.108,1.46,"desert:forest:hill:valley:river","hot:superheated:artificial temperate"
1076,"Kaze Celestial Nonal",2890,4.04,1.161,1.52,"urban:lakes","tropical:frozen"
1077,"Hawkfire Wu",121,3.74,1.011,1.55,"cliff:rocky desert:mountain:grassy hill","humid:superheated:artificial temperate:temperate:frigid"
1078,"Cosmic Whispers Typhonian",5842,NA,0.835,2.01,"grassy hill:plateau:mountain:fungus forest","windy:subartic:rocky:arid:humid"
1079,"Cosmic Whispers Hermian",5842,2.08,1.085,1.24,"cityscape:ice canyon:savanna","hot:frigid:frozen:artificial temperate:arid:humid"
1080,"Syrma Harpian",7697,3.31,1.109,1.44,"tundra:grassy hill:reef:scrubland:plain:savanna","superheated:humid:windy:temperate:artic:arid"
1081,"Atakoraka Faunios",1974,2.82,1.415,1.26,"city:forest:vine:barren:valley:savanna","subartic:temperate:rocky:arid"
1082,"Ain Tau",5566,7.96,0.525,2.47,"scrubland:ice canyon:mountain:rocky desert:glacier","artic:arid:frozen:subartic"
1083,"Mahasim Asclepian",8762,7.02,1.183,1.81,"rocky island:lava river:cliff:valley","hot:subartic:artic:rocky:tropical"
1084,"Anubis' Echo Liu",4359,6.75,1.37,1.7,"bog:jungle:toxic cloudsea","frozen:humid:tropical:arid:temperate"
1085,"Anubis' Echo Shi",4359,3.34,1.507,1.3,"rocky desert","humid:frigid"
1086,"Fjordr Janusian",553,1.23,1.103,1.04,"cave:jungle:island","humid:hot:arid:windy"
1087,"Fjordr Asclepian",553,2.79,1.382,1.26,"glacier:rocky island:valley","tropical:rocky:frigid:subartic:windy"
1088,"Fjordr Athenian",553,5.98,1.195,1.71,"fungus forest:grassland:acid pool","frigid:windy:arid:humid"
1089,"Galactrix Prime",1225,5.82,1.089,1.75,"savanna:city:desert:jungle:urban:swamp","frigid:artificial temperate:arid:superheated:tropical"
1090,"Galactrix Decimal",1225,1.47,1.002,1.14,"tundra:sinkholes","tropical:humid:rocky:hot"
1091,"Galactrix Quintal",1225,0.52,1.094,0.78,"ice cave:vine","frozen:windy:rocky:arid"
1092,"Galactrix Tertial",1225,1.93,0.907,1.29,"jungle:hill","temperate:tropical:superheated:subartic"
1093,"Horus' Gaze Lambda",6542,1.81,1.293,1.12,"grassy hill:rock arche:cityscape","humid:superheated:subartic:arid"
1094,"Horus' Gaze Mu",6542,2.98,1.031,1.42,"rock arche:plain:urban","arid:rocky"
1095,"Horus' Gaze Sigma",6542,2.42,0.966,1.36,"plain:acid pool:sea:reef:jungle:savanna:grassy hill:island","arid:hot:rocky:frozen:artic"
1096,"Horus' Gaze Alpha",6542,1.16,1.352,0.95,"rock arche","subartic:rocky:windy"
1097,"Horus' Resonance Iota",2086,0.75,0.933,0.93,"hill:rock arche:lava river:sea","arid:frozen:rocky:artificial temperate"
1098,"Ma'at's Celestial Aetherios",732,3.77,0.743,1.72,"hill:vine:island:field:lava river:scrubland:mountain:river:jungle","rocky:hot:temperate:artic:frozen:artificial temperate:arid"
1099,"Ma'at's Celestial Pantheon",732,3.6,1.295,1.41,"desert","superheated"
1100,"Ma'at's Celestial Olympios",732,6.04,0.423,2.43,"cityscape:glacier:field:toxic cloudsea:reef:cliff","frigid:humid:arid:frozen"
1101,"Ma'at's Celestial Echoian",732,9.88,0.854,2.26,"lakes","rocky:temperate"
1102,"Almach Duodecimal",7692,2.08,0.853,1.35,"canyons:rainforest:fungus forest:jungle:desert:cityscape","superheated:rocky:hot:artic:temperate:windy"
1103,"Almach Vigesimal",7692,0.63,0.57,1.03,"ice cave:ice canyon","artic:frozen:temperate:arid:artificial temperate:hot:tropical"
